cardPoolType,resourceId,qualityLevel,resourceType,name,count,time
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:51
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:51
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:51
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:51
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:51
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:51
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:49
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:49
Resonators Accurate Modulation,1409,5,Resonator,Cartethyia,1,26/12/2025 1:49
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,1303,4,Resonator,Yuanwu,1,26/12/2025 1:49
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:49
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:49
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:49
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:49
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:49
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:49
Resonators Accurate Modulation,1103,4,Resonator,Baizhi,1,26/12/2025 1:49
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:49
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:48
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:48
Resonators Accurate Modulation,21040013,3,Weapon,Gauntlets of Night,1,26/12/2025 1:48
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:48
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:48
Resonators Accurate Modulation,1602,4,Resonator,Danjin,1,26/12/2025 1:48
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:48
Resonators Accurate Modulation,21030043,3,Weapon,Pistols of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:48
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:48
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,1106,4,Resonator,Youhu,1,26/12/2025 1:48
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:48
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:48
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:48
Resonators Accurate Modulation,21020013,3,Weapon,Sword of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21020013,3,Weapon,Sword of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,1504,4,Resonator,Lumi,1,26/12/2025 1:47
Resonators Accurate Modulation,1106,4,Resonator,Youhu,1,26/12/2025 1:47
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:47
Resonators Accurate Modulation,1402,4,Resonator,Yangyang,1,26/12/2025 1:47
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:47
Resonators Accurate Modulation,21030043,3,Weapon,Pistols of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:47
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21030064,4,Weapon,Novaburst,1,26/12/2025 1:47
Resonators Accurate Modulation,21040013,3,Weapon,Gauntlets of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:47
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:47
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,26/12/2025 1:47
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:47
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,1402,4,Resonator,Yangyang,1,26/12/2025 1:47
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:47
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:47
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:47
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:46
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:46
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:46
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,1203,5,Resonator,Encore,1,26/12/2025 1:46
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:46
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21010084,4,Weapon,Waning Redshift,1,26/12/2025 1:46
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:46
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:46
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:46
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:46
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:46
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,1402,4,Resonator,Yangyang,1,26/12/2025 1:46
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:46
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:46
Resonators Accurate Modulation,1103,4,Resonator,Baizhi,1,26/12/2025 1:46
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:46
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:46
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21040043,3,Weapon,Gauntlets of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,26/12/2025 1:46
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:46
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:45
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,26/12/2025 1:45
Resonators Accurate Modulation,21040064,4,Weapon,Hollow Mirage,1,26/12/2025 1:45
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,26/12/2025 1:45
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,26/12/2025 1:45
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,1402,4,Resonator,Yangyang,1,26/12/2025 1:45
Resonators Accurate Modulation,21020013,3,Weapon,Sword of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:45
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,26/12/2025 1:45
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21020013,3,Weapon,Sword of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:45
Resonators Accurate Modulation,21010013,3,Weapon,Broadblade of Night,1,26/12/2025 1:45
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,26/12/2025 1:45
Resonators Accurate Modulation,1103,4,Resonator,Baizhi,1,26/12/2025 1:45
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,12/12/2025 21:36
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,12/12/2025 21:36
Resonators Accurate Modulation,21010023,3,Weapon,Originite: Type I,1,12/12/2025 21:36
Resonators Accurate Modulation,21030013,3,Weapon,Pistols of Night,1,12/12/2025 21:36
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,12/12/2025 21:36
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,12/12/2025 21:36
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,12/12/2025 21:36
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,12/12/2025 21:36
Resonators Accurate Modulation,21050043,3,Weapon,Rectifier of Voyager,1,12/12/2025 21:36
Resonators Accurate Modulation,1602,4,Resonator,Danjin,1,12/12/2025 21:36
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,12/12/2025 21:35
Resonators Accurate Modulation,1307,4,Resonator,Buling,1,12/12/2025 15:27
Resonators Accurate Modulation,1403,4,Resonator,Aalto,1,03/12/2025 23:00
Resonators Accurate Modulation,21020013,3,Weapon,Sword of Night,1,01/12/2025 23:13
Resonators Accurate Modulation,21050013,3,Weapon,Rectifier of Night,1,01/12/2025 23:13
Resonators Accurate Modulation,21040023,3,Weapon,Originite: Type IV,1,01/12/2025 23:13
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,01/12/2025 23:13
Resonators Accurate Modulation,21030023,3,Weapon,Originite: Type III,1,01/12/2025 23:13
Resonators Accurate Modulation,21020023,3,Weapon,Originite: Type II,1,01/12/2025 23:13
Resonators Accurate Modulation,21020043,3,Weapon,Sword of Voyager,1,01/12/2025 23:12
Resonators Accurate Modulation,21050023,3,Weapon,Originite: Type V,1,08/11/2025 20:24
Resonators Accurate Modulation,21010043,3,Weapon,Broadblade of Voyager,1,08/11/2025 20:24
